Date,Close,Volume
2021-06-30,140.14340209960938,3394375
2021-07-01,140.38241577148438,2809661
2021-07-02,133.86233520507812,17584515
2021-07-06,132.67686462402344,8466010
2021-07-07,133.67112731933594,4246446
2021-07-08,134.55067443847656,5739820
2021-07-09,135.29637145996094,4083689
2021-07-12,134.72274780273438,3496360
2021-07-13,134.11090087890625,3309858
2021-07-14,133.67112731933594,4606061
2021-07-15,134.27342224121094,3807126
2021-07-16,132.7915802001953,4298328
2021-07-19,131.8546905517578,8977086
2021-07-20,133.8145294189453,14237838
2021-07-21,135.08604431152344,5024984
2021-07-22,134.52198791503906,3466653
2021-07-23,135.12428283691406,4680013
2021-07-26,136.49139404296875,4441630
2021-07-27,136.47227478027344,3281302
2021-07-28,135.53536987304688,2660815
2021-07-29,135.68833923339844,2793761
2021-07-30,134.76100158691406,3698238
2021-08-02,135.2007598876953,3064257
2021-08-03,137.73422241210938,4272596
2021-08-04,136.48184204101562,2960285
2021-08-05,136.49139404296875,2884240
2021-08-06,137.7533416748047,4002833
2021-08-09,135.03823852539062,5129689
2021-08-10,135.1625213623047,5543695
2021-08-11,135.87954711914062,4455960
2021-08-12,136.7781982421875,2184780
2021-08-13,136.88336181640625,1997965
2021-08-16,137.27532958984375,2913319
2021-08-17,136.1567840576172,3215195
2021-08-18,133.33651733398438,3672192
2021-08-19,131.95028686523438,4351465
2021-08-20,132.9923553466797,2780059
2021-08-23,133.47991943359375,3179422
2021-08-24,133.69024658203125,2474418
2021-08-25,133.70936584472656,2105389
2021-08-26,132.67686462402344,2613640
2021-08-27,133.27915954589844,2572637
2021-08-30,132.85850524902344,2087293
2021-08-31,134.1682586669922,4429915
2021-09-01,133.1739959716797,2588327
2021-09-02,133.85276794433594,2840413
2021-09-03,133.44168090820312,2009575
2021-09-07,131.988525390625,3436110
2021-09-08,132.5717010498047,3122728
2021-09-09,131.68260192871094,3669682
2021-09-10,130.9942626953125,4157955
2021-09-13,132.07456970214844,4334729
2021-09-14,130.2294464111328,4659198
2021-09-15,131.16635131835938,3403579
2021-09-16,130.43020629882812,2765624
2021-09-17,129.28298950195312,5890340
2021-09-20,128.4034423828125,4990152
2021-09-21,127.12236785888672,4261927
2021-09-22,128.70936584472656,3767901
2021-09-23,130.71701049804688,3151807
2021-09-24,131.44358825683594,3100762
2021-09-27,132.46653747558594,3459017
2021-09-28,131.42446899414062,4513072
2021-09-29,133.0592803955078,3947499
2021-09-30,132.8202667236328,6090230
2021-10-01,137.0172119140625,6907889
2021-10-04,137.7724609375,7689251
2021-10-05,136.8546905517578,7297524
2021-10-06,136.09942626953125,5573506
2021-10-07,135.5736083984375,3999695
2021-10-08,136.92160034179688,3902940
2021-10-11,136.16635131835938,2921792
2021-10-12,134.29254150390625,3293436
2021-10-13,134.56979370117188,3013003
2021-10-14,137.08413696289062,4410668
2021-10-15,138.25047302246094,3371049
2021-10-18,136.06118774414062,6437189
2021-10-19,135.73614501953125,4539117
2021-10-20,135.65965270996094,6474008
2021-10-21,122.6864242553711,32913959
2021-10-22,122.25621032714844,12114981
2021-10-25,122.02677154541016,6667204
2021-10-26,121.53919982910156,8912861
2021-10-27,119.66539001464844,7294176
2021-10-28,120.30592346191406,6802138
2021-10-29,119.59847259521484,6188973
2021-11-01,120.72657775878906,6177153
2021-11-02,120.63097381591797,4722062
2021-11-03,121.53919982910156,5670784
2021-11-04,120.8499984741211,7208700
2021-11-05,123.61000061035156,6790500
2021-11-08,124.54000091552734,5625300
2021-11-09,120.8499984741211,7236600
2021-11-10,120.22000122070312,6270300
2021-11-11,120.2699966430664,4643300
2021-11-12,118.95999908447266,5418300
2021-11-15,118.87000274658203,5046300
2021-11-16,118.45999908447266,4750800
2021-11-17,118.05999755859375,4043300
2021-11-18,116.66000366210938,5046900
2021-11-19,116.05000305175781,5380200
